"scenario","sim_method","cluster_method","k","n_seeds","ARI_mean","ARI_sd","ARI_se","CHI_mean","CHI_sd","CHI_se","BIC_mean","BIC_sd","PED_mean","PED_sd","Runtime_mean"
"SCE2","eCDF-Copula","KML3D",4,9,0.207593205880966,0.027605148484567,0.00920171616152234,163.248845272425,17.1703795385911,5.72345984619704,NA,NA,NA,NA,0.241470177968343
"SCE2","eCDF-Copula","KML3D",5,9,0.179372577711421,0.0265956361625295,0.00886521205417649,133.259651056029,13.5176604215273,4.50588680717577,NA,NA,NA,NA,0.290413697560628
"SCE2","eCDF-Copula","LCMM",2,9,0.109003725613281,0.0882420137027446,0.0294140045675815,243.074890439482,37.7837466805343,12.5945822268448,24465.7794940129,516.27311426399,NA,NA,19.6264570554097
"SCE2","eCDF-Copula","LCMM",3,9,0.110213581471703,0.0579005986693597,0.0193001995564532,250.081400236152,48.9402210866177,16.3134070288726,24453.71560665,554.644788919552,NA,NA,30.2954902648926
"SCE2","eCDF-Copula","LCMM",4,9,0.125805609156095,0.067274610482681,0.0224248701608937,254.828325022672,48.697749772137,16.232583257379,24465.6985382434,554.644789392768,NA,NA,71.3526683383518
"SCE2","eCDF-Copula","LCMM",5,9,0.174291912304664,0.0966312340041544,0.0322104113347181,212.198591403721,34.8804984407878,11.6268328135959,24456.9476034684,559.858343005584,NA,NA,218.461916950014
"SCE2","eCDF-Copula","flexmix",2,9,0.409414619241641,0.0682097307059602,0.0227365769019867,221.504746497999,22.7815232131276,7.59384107104254,23273.6121469991,625.996072882168,NA,NA,0.137840456432766
"SCE2","eCDF-Copula","flexmix",3,9,0.285865237684108,0.0724134247500088,0.0241378082500029,180.315952262041,30.9465736617855,10.3155245539285,21317.9950236612,986.013067708126,NA,NA,0.302534500757853
"SCE2","eCDF-Copula","flexmix",4,9,0.218795854785583,0.0353093754231498,0.0117697918077166,147.119644790428,15.8186854021976,5.27289513406585,20175.8054410053,704.237743778071,NA,NA,0.624725447760688
"SCE2","eCDF-Copula","flexmix",5,9,0.199204891368034,0.0283564583011944,0.00945215276706479,127.815056166249,13.7646439204723,4.58821464015745,19729.1408882529,704.220678582984,NA,NA,0.64066399468316
"SCE2","eCDF-Copula","mixAK",2,10,0.341167366333845,0.0678884166462588,0.0214682023344667,240.546669450821,26.8369507846499,8.48658899333365,NA,NA,26471.2107417695,431.19245893089,23.546474981308
"SCE2","eCDF-Copula","mixAK",3,10,0.276824867681702,0.0516984568966686,0.0163484875309513,168.411220605733,15.8739286165826,5.01977698433267,NA,NA,26456.6088623799,435.692409393675,30.8831012964249
"SCE2","eCDF-Copula","mixAK",4,10,0.240416561509309,0.0457561147362829,0.0144693539446649,129.570798520991,24.2162252505244,7.65784281233386,NA,NA,27249.0057239213,701.641376128381,38.3863666057587
"SCE2","eCDF-Copula","mixAK",5,10,0.210734276080302,0.0330146814130393,0.010440158949003,109.443264428455,6.77228045340667,2.14158311862029,NA,NA,27219.2939172617,584.097455594647,46.5256657838821
"SCE3","CC","GBMT",2,10,0.926749467029185,0.0465221227828977,0.0147115869579968,89.3897806607988,7.67203116944305,2.42610927752452,244588.82837017,1463.1277055824,NA,NA,30.0676636219025
"SCE3","CC","GBMT",3,10,0.718646048393937,0.0303214901702231,0.00958849709883115,67.3910808478006,10.5369279683635,3.33206919211592,237769.097694586,1893.7205474634,NA,NA,81.2912323951721
"SCE3","CC","GBMT",4,10,0.569595677010035,0.074016005740115,0.023405916144686,47.9009314688685,3.58561448015252,1.13387085685626,232997.069069321,2945.23097482727,NA,NA,102.377083921432
"SCE3","CC","GBMT",5,10,0.534382705472884,0.0822278122611474,0.0260027173757946,36.2422503452933,2.84643495573022,0.900121767162806,231632.147327224,2299.21221647954,NA,NA,120.49946835041
"SCE3","CC","KML3D",2,10,0.286967610459876,0.180252288529877,0.0570007785212255,81.460380580532,19.092015692579,6.03742547122266,NA,NA,NA,NA,0.46772620677948
"SCE3","CC","KML3D",3,10,0.32580977609142,0.120765049684584,0.0381892618746684,68.1621150916065,9.89830231972368,3.1301180299255,NA,NA,NA,NA,0.569345617294312
"SCE3","CC","KML3D",4,10,0.344269852556782,0.149509571286415,0.0472790777260383,59.3459298957773,6.49958936597088,2.05535062522777,NA,NA,NA,NA,0.702267551422119
"SCE3","CC","KML3D",5,10,0.237962005737768,0.0992664144057904,0.0313907964680448,54.5805939585265,6.21096596361049,1.96407989147916,NA,NA,NA,NA,0.795754146575928
"SCE3","CC","flexmix",2,10,0.567153704613833,0.096749790975115,0.0305949702626566,83.5289512702906,7.83906774510708,2.47893088068986,264877.196611562,2274.6076223474,NA,NA,0.477889275550842
"SCE3","CC","flexmix",3,10,0.502823459545351,0.0812309629211525,0.0256874859359526,61.086546543031,3.91552104343299,1.23819647235673,252983.618928885,2123.14665764078,NA,NA,1.41972596645355
"SCE3","CC","flexmix",4,10,0.405895029706478,0.073193446978701,0.0231458002251465,56.3190046444767,4.54209093389404,1.43633526907064,247542.109050058,2233.65830594697,NA,NA,1.80503778457642
"SCE3","CC","flexmix",5,10,0.376959619738639,0.0466682509918882,0.0147577967550779,51.4018954110837,5.05336576791551,1.59801456765388,244918.641018014,1555.66890695547,NA,NA,1.87769467830658
"SCE3","CC","mixAK",2,10,0.883755085190945,0.0418444911234749,0.0132323899480879,92.5355062362704,6.45329923288236,2.04071239985256,NA,NA,254933.31939556,598.430533091136,198.599468231201
"SCE3","CC","mixAK",3,10,0.781328999520392,0.0607510549657393,0.0192111703949819,59.7082898907441,5.75219602790208,1.81900409959441,NA,NA,268367.26347568,25350.4999481717,276.87833738327
"SCE3","CC","mixAK",4,10,0.290560687957533,0.0647124935295079,0.0204638872622154,46.1295086820425,12.0027440651197,3.79560094178465,NA,NA,309320.067870912,25616.9501007575,356.530049753189
"SCE3","CC","mixAK",5,10,0.330146363391394,0.129114775409252,0.0408296769874334,43.1289555455377,10.1737508294947,3.21722249682306,NA,NA,298300.471692716,1665.07417989034,435.587399959564
"SCE3","LME-F","GBMT",2,10,0.313163919145415,0.0946508908965749,0.0299312397797274,149.555941232423,19.396469101908,6.13370209271099,285107.694801685,2779.2994979948,NA,NA,47.37040579319
"SCE3","LME-F","GBMT",3,10,0.26948959749,0.0594727938308205,0.0188069487319003,101.128814762437,22.0284228348484,6.96599894193842,272805.95440405,2574.97351610289,NA,NA,98.2131406545639
"SCE3","LME-F","GBMT",4,10,0.242356237101274,0.0295591130037843,0.00934741227062596,75.9554264272484,13.3713617805561,4.22839586446817,267245.745651004,3183.02789925641,NA,NA,148.472662043572
"SCE3","LME-F","GBMT",5,10,0.218542996014575,0.0652102710778791,0.0206212983443101,51.632821905543,8.84401008551416,2.79672155197253,264399.345928671,3133.09999513656,NA,NA,166.000854444504
"SCE3","LME-F","KML3D",2,10,0.145170005451574,0.143476043466878,0.0453711087024655,106.259198691053,62.2689442425267,19.6911691300412,NA,NA,NA,NA,0.462784123420715
"SCE3","LME-F","KML3D",3,10,0.158139827674722,0.12509615356328,0.0395588771786153,83.5439877023424,28.5488391817279,9.02793563681178,NA,NA,NA,NA,0.584699416160584
"SCE3","LME-F","KML3D",4,10,0.135260911764537,0.0538752515406117,0.0170368504382828,71.4284362322699,13.7844495400165,4.35902568381124,NA,NA,NA,NA,0.689082956314087
"SCE3","LME-F","KML3D",5,10,0.184382676510127,0.0906340238879498,0.0286609948992031,62.5443894709318,11.2766086003727,3.56597674594212,NA,NA,NA,NA,0.766498827934265
"SCE3","LME-F","flexmix",2,10,0.297495020591943,0.0643788644734157,0.020358384491129,140.752670314193,15.4848603440027,4.89674279366669,289424.929212629,1730.00161254119,NA,NA,0.575293684005737
"SCE3","LME-F","flexmix",3,10,0.224468495975548,0.029721740358182,0.00939883955560039,120.961862289352,16.5613279249019,5.237151731964,279594.050019481,1851.6617604892,NA,NA,1.37384874820709
"SCE3","LME-F","flexmix",4,10,0.237936010834851,0.0443201581903394,0.0140152646140439,96.7182013496487,10.483247148678,3.31509382642883,275382.763654504,1905.27970647284,NA,NA,1.78977932929993
"SCE3","LME-F","flexmix",5,10,0.1993963689208,0.0427265820230733,0.0135113315826917,79.0279662004136,12.6809736894798,4.01007598074251,272595.702483332,2318.10453451713,NA,NA,2.34877016544342
"SCE3","LME-F","mixAK",2,9,0.32440715282789,0.0833556106693008,0.0277852035564336,148.040488022431,12.5240640979471,4.17468803264903,NA,NA,312332.058328365,NA,191.258218050003
"SCE3","LME-F","mixAK",3,9,0.286153347114773,0.0485066336745184,0.0161688778915061,105.228228872762,14.7182043622618,4.90606812075392,NA,NA,275252.784062606,NA,268.651842196782
"SCE3","LME-F","mixAK",4,9,0.195357812228361,0.0991926289197211,0.033064209639907,82.7767100964095,31.6975005098548,10.5658335032849,NA,NA,NA,NA,345.774868832694
"SCE3","LME-F","mixAK",5,9,0.195281926047984,0.0368721910457789,0.012290730348593,55.9190458134684,11.7339394697813,3.91131315659378,NA,NA,NA,NA,421.115160677168
"SCE3","LME-S","GBMT",2,10,0.717115274299021,0.0638895060866927,0.020203635781714,142.730685999471,8.6499120054313,2.73534234971976,242299.248872199,1852.32165813162,NA,NA,42.4207654953003
"SCE3","LME-S","GBMT",3,10,0.459082513242647,0.0534273532817726,0.0168952125724873,109.748973981379,13.8772041252406,4.38835725908448,231781.835910439,2313.50830149196,NA,NA,100.059759140015
"SCE3","LME-S","GBMT",4,10,0.369163585706957,0.0289150760175452,0.00914374989323537,71.3956164784462,7.00071096294064,2.21381918834031,228117.153253344,2454.06427173941,NA,NA,113.675632977486
"SCE3","LME-S","GBMT",5,10,0.334895303195957,0.0289504486504735,0.00915493570192441,51.0338753213964,6.32535337368649,2.00025236662795,226348.326421088,3594.08960414191,NA,NA,149.710889697075
"SCE3","LME-S","KML3D",2,10,0.159971709804393,0.0613447740902139,0.0193989208673559,106.90682422441,36.4492608388154,11.5262683280236,NA,NA,NA,NA,0.485294127464294
"SCE3","LME-S","KML3D",3,10,0.213840493172002,0.0826532570021127,0.0261372548157937,88.1647541821934,15.7992203225753,4.99615214741581,NA,NA,NA,NA,0.531568336486816
"SCE3","LME-S","KML3D",4,10,0.244317722073702,0.091651373698307,0.02898270915699,72.9124708067511,9.62011706279358,3.04214812758768,NA,NA,NA,NA,0.627898740768433
"SCE3","LME-S","KML3D",5,10,0.214893194515231,0.065525391297733,0.0207209481074613,62.1510237197142,5.16285220423104,1.63263721881909,NA,NA,NA,NA,0.740272283554077
"SCE3","LME-S","flexmix",2,10,0.468995943308076,0.0295486701581337,0.00934410995287504,138.624398583767,9.31131402331152,2.94449603227306,250458.162260876,1941.19639409674,NA,NA,0.531360793113709
"SCE3","LME-S","flexmix",3,10,0.343546323653936,0.0264261248229857,0.00835667441725488,111.455257380688,10.9999131860698,3.47847797321001,240195.710613079,2241.670016045,NA,NA,1.09038667678833
"SCE3","LME-S","flexmix",4,10,0.271643891632612,0.0237226244104386,0.00750175252136952,88.239395634654,6.02592234521135,1.90556396141713,234410.194892125,2814.32068457436,NA,NA,2.01278715133667
"SCE3","LME-S","flexmix",5,10,0.244493690400382,0.0323902765974582,0.0102427048090817,71.5299819648309,6.58307977273328,2.08175261004208,231759.497977757,3052.32670098349,NA,NA,3.22195661067963
"SCE3","LME-S","mixAK",2,6,0.629508973923154,0.0561074852288204,0.0229057849268924,149.607511782643,11.6518578955967,4.75685106660521,NA,NA,NA,NA,186.123295664787
"SCE3","LME-S","mixAK",3,6,0.548422601964758,0.0835030438148246,0.0340899748859312,99.5967132714177,14.9408488350461,6.09957599498659,NA,NA,NA,NA,262.336991151174
"SCE3","LME-S","mixAK",4,6,0.604224247162927,0.055058835040396,0.0224776752801735,68.7188948955825,13.6693494420913,5.58048854148695,NA,NA,NA,NA,336.339337468147
"SCE3","LME-S","mixAK",5,6,0.340315926156228,0.160347766575721,0.0654617015842366,59.1616596665953,15.7949991503076,6.44828140099125,NA,NA,NA,NA,413.552948832512
"SCE3","MICE-CS","GBMT",2,9,0.82301146582441,0.0384187631647129,0.0128062543882376,127.879882496284,9.14512304879219,3.0483743495974,235721.940375091,2102.62337008599,NA,NA,26.0398218896654
"SCE3","MICE-CS","GBMT",3,9,0.558612478306659,0.059610947041961,0.0198703156806537,95.1009945702639,9.35099321594433,3.11699773864811,227391.127507212,2398.05493393256,NA,NA,80.9062488343981
"SCE3","MICE-CS","GBMT",4,9,0.450541027040963,0.0788625721869791,0.0262875240623264,60.7448414536638,6.77196212004491,2.25732070668164,224530.275568414,2669.08070806074,NA,NA,93.7613032129076
"SCE3","MICE-CS","GBMT",5,9,0.430122377222619,0.0756987308051716,0.0252329102683905,44.8004182117299,5.78126548287446,1.92708849429149,222185.108038677,3487.54072610513,NA,NA,116.490892224842
"SCE3","MICE-CS","KML3D",2,9,0.158762775160824,0.0575201232547658,0.0191733744182553,107.831946662747,18.5320746393177,6.17735821310589,NA,NA,NA,NA,0.569296280543009
"SCE3","MICE-CS","KML3D",3,9,0.226997054672417,0.0823388980603986,0.0274462993534662,87.1555245546329,9.72529138578605,3.24176379526202,NA,NA,NA,NA,0.535714070002238
"SCE3","MICE-CS","KML3D",4,9,0.245472533740547,0.0645137040000444,0.0215045680000148,69.7156562427255,7.44016085509297,2.48005361836432,NA,NA,NA,NA,0.601574341456095
"SCE3","MICE-CS","KML3D",5,9,0.206860965754856,0.0617116080336083,0.0205705360112028,60.3170025467736,5.17574470309881,1.72524823436627,NA,NA,NA,NA,0.682580285602146
"SCE3","MICE-CS","flexmix",2,9,0.583675289247078,0.0300050826097522,0.0100016942032507,125.686471654509,7.59865333246133,2.53288444415378,245829.183251205,2395.02194779974,NA,NA,0.401171048482259
"SCE3","MICE-CS","flexmix",3,9,0.421660148709148,0.050128288219383,0.016709429406461,93.6968887735164,13.8956538063655,4.63188460212183,235356.69611843,2242.88166080193,NA,NA,1.25559168391758
"SCE3","MICE-CS","flexmix",4,9,0.328012155198053,0.0254319415798398,0.00847731385994659,78.3657042355439,7.09563840508528,2.36521280169509,230324.02290719,2146.32542019745,NA,NA,1.76147731145223
"SCE3","MICE-CS","flexmix",5,9,0.268756069157055,0.0298565017956593,0.00995216726521977,63.1808781213531,5.86753838489566,1.95584612829855,227664.422202012,2235.39672268647,NA,NA,2.47715245352851
"SCE3","MICE-CS","mixAK",2,5,0.788304148396984,0.0334970239245706,0.0149803245078553,128.731625333784,12.5594307403998,5.61674817884691,NA,NA,289638.284424238,74801.4487093071,192.246461486816
"SCE3","MICE-CS","mixAK",3,5,0.773788792648766,0.0438193433422216,0.0195966060885221,73.6311036933954,8.01832096476157,3.58590214852371,NA,NA,238541.827110862,2393.29916735966,272.466995096207
"SCE3","MICE-CS","mixAK",4,5,0.465302085785642,0.283440830029621,0.126758592709039,57.8983843489418,18.0717707850484,8.08194158983258,NA,NA,NA,NA,348.867677354813
"SCE3","MICE-CS","mixAK",5,5,0.439376548125499,0.101471359826818,0.0453793716684211,68.9461846992055,29.2193421505583,13.0672870612947,NA,NA,NA,NA,427.282942438126
"SCE3","MICE-L","GBMT",2,10,0.778914869444168,0.0478819008788966,0.0151415865475732,132.948119318779,10.6128029443513,3.35606296626912,234779.719220568,1542.82513235605,NA,NA,36.6118992090225
"SCE3","MICE-L","GBMT",3,10,0.541432161742158,0.0587577972751601,0.0185808469683941,95.1015906888957,5.42894652312716,1.71678363083338,226729.016380726,2602.58113891997,NA,NA,91.1046124458313
"SCE3","MICE-L","GBMT",4,10,0.445019549454921,0.048067248874834,0.0152001987302641,64.4384204575747,7.63268293207696,2.41366627232555,223440.880508827,1984.6480030555,NA,NA,124.026535463333
"SCE3","MICE-L","GBMT",5,10,0.387430665512331,0.050263939725519,0.0158948533706059,47.3289338359323,5.75260823447086,1.81913445075678,221279.854712813,3678.36215040182,NA,NA,162.262352728844
"SCE3","MICE-L","KML3D",2,10,0.175777021462933,0.0579922919617911,0.0183387729332734,99.0126291321315,19.1492533596424,6.05552561081015,NA,NA,NA,NA,0.528008675575256
"SCE3","MICE-L","KML3D",3,10,0.255379064987972,0.0510478218072485,0.0161427386501318,83.2835924333552,12.7338027848018,4.02678200753687,NA,NA,NA,NA,0.56078360080719
"SCE3","MICE-L","KML3D",4,10,0.231911173503346,0.0678041589723883,0.0214415577184889,70.3205446996325,5.20481795400386,1.64590795411897,NA,NA,NA,NA,0.678050684928894
"SCE3","MICE-L","KML3D",5,10,0.243913313014807,0.0503213352451448,0.0159130034275565,62.5081119208234,1.77179890323816,0.560292009002085,NA,NA,NA,NA,0.810910749435425
"SCE3","MICE-L","flexmix",2,10,0.559571722123176,0.0323008300330315,0.0102144193218352,132.560548822094,8.28851182836384,2.62105757908763,243874.588733291,1696.67350577263,NA,NA,0.503261756896973
"SCE3","MICE-L","flexmix",3,10,0.390643143362099,0.0240609548644868,0.00760874200502863,98.5961959403098,7.84614394955515,2.48116857301436,233693.15755519,1896.30565396525,NA,NA,1.42574832439423
"SCE3","MICE-L","flexmix",4,10,0.308689995021654,0.0240069838306107,0.00759167486555637,79.2693079989285,6.90078377447503,2.18221943676748,228354.396129757,2374.72292608243,NA,NA,1.68282473087311
"SCE3","MICE-L","flexmix",5,10,0.268891144851791,0.0291851331649494,0.00922914946165589,68.9929006557544,8.65408668451299,2.73666249915961,226059.522508247,1745.2317929215,NA,NA,3.24040801525116
"SCE3","MICE-L","mixAK",2,9,0.731848858136114,0.042288979264787,0.0140963264215957,139.767203486926,11.0488821915284,3.68296073050946,NA,NA,233668.24543361,90.9302484275777,189.981903897391
"SCE3","MICE-L","mixAK",3,9,0.709987529384935,0.0407783280402053,0.0135927760134018,81.6061842978971,6.62955164965333,2.20985054988444,NA,NA,233751.12436915,106.25378548052,265.541107787026
"SCE3","MICE-L","mixAK",4,9,0.450622165157605,0.191368191944093,0.0637893973146975,60.8082555625234,11.6956177050073,3.89853923500245,NA,NA,NA,NA,341.617026064131
"SCE3","MICE-L","mixAK",5,9,0.388736188073661,0.0618662071277814,0.0206220690425938,61.7683266852943,14.2236174513411,4.7412058171137,NA,NA,NA,NA,417.30116505093
"SCE3","eCDF-Copula","GBMT",2,9,0.833063838416631,0.0344221687645279,0.0114740562548426,128.81671367564,9.32700995097553,3.10900331699184,236303.879843879,1515.29003993432,NA,NA,24.9223745134142
"SCE3","eCDF-Copula","GBMT",3,9,0.597368445309691,0.0492608120382054,0.0164202706794018,92.1607139456427,13.1622663950569,4.38742213168563,228300.780018546,1553.34692629163,NA,NA,78.0627060996162
"SCE3","eCDF-Copula","GBMT",4,9,0.478704968796718,0.0598649167087484,0.0199549722362495,62.7869682146821,8.99306350762653,2.99768783587551,225335.270956974,2199.85327141344,NA,NA,111.834001488156
"SCE3","eCDF-Copula","GBMT",5,9,0.411986486138784,0.0734169086035722,0.0244723028678574,47.5569986739155,4.45729097006688,1.48576365668896,221945.405320087,1991.70834476657,NA,NA,137.710338566038
"SCE3","eCDF-Copula","KML3D",2,9,0.171188896850043,0.0472140107010637,0.0157380035670212,94.0791137610396,12.7655056619647,4.25516855398825,NA,NA,NA,NA,0.419646395577325
"SCE3","eCDF-Copula","KML3D",3,9,0.237878874041087,0.0804292991720283,0.0268097663906761,85.0258511716977,13.7324185377285,4.5774728459095,NA,NA,NA,NA,0.528251568476359
"SCE3","eCDF-Copula","KML3D",4,9,0.272665437219382,0.0683003734818743,0.0227667911606248,72.2749904765921,5.5975745533753,1.86585818445843,NA,NA,NA,NA,0.614359855651855
"SCE3","eCDF-Copula","KML3D",5,9,0.180287975433536,0.0560535135009094,0.0186845045003031,61.1123823961053,5.41522614236257,1.80507538078752,NA,NA,NA,NA,0.736748271518283
"SCE3","eCDF-Copula","flexmix",2,9,0.573160584241057,0.0466565575851295,0.0155521858617098,126.8376213596,10.0149929661488,3.33833098871626,247162.081351386,2285.0246523459,NA,NA,0.415001975165473
"SCE3","eCDF-Copula","flexmix",3,9,0.417774381461733,0.0511573911058289,0.017052463701943,94.5238300277613,10.518962589646,3.50632086321534,236210.907117849,1653.91433892811,NA,NA,1.22367713186476
"SCE3","eCDF-Copula","flexmix",4,9,0.32855098405635,0.0359777547566993,0.0119925849188998,77.5251128931736,6.80047119215524,2.26682373071841,231100.986581599,2412.52184420244,NA,NA,1.99800305896335
"SCE3","eCDF-Copula","flexmix",5,9,0.283685267482741,0.0382734724249252,0.0127578241416417,66.082356439375,5.66243194536053,1.88747731512018,228170.519651949,2016.28915647289,NA,NA,2.11502695083618
"SCE3","eCDF-Copula","mixAK",2,6,0.796196370857025,0.0239587838226143,0.00978113253717554,131.00415402497,10.2963315025144,4.20345973395074,NA,NA,285944.433092271,94088.7809760996,184.437970678012
"SCE3","eCDF-Copula","mixAK",3,6,0.714064121895874,0.0965062625254114,0.039398516695056,80.8832816223564,9.06376255073523,3.70026556650804,NA,NA,265386.698923331,52608.5286545696,259.493738810221
"SCE3","eCDF-Copula","mixAK",4,6,0.485728014448854,0.211572807992987,0.0863742371717761,53.0873708830201,3.92594758676103,1.60276139074592,NA,NA,541572.997424728,NA,334.305911302567
"SCE3","eCDF-Copula","mixAK",5,6,0.399227268187464,0.206405098899307,0.0842645287686665,67.1779152104784,5.21331116658566,2.12832537141476,NA,NA,NA,NA,425.359373728434
